title,authors,year,doi,primary_category,secondary_categories,evidence_level,tags,clinical_significance,key_findings,sample_size,mortality_count,qtc_data,herg_data,electrolyte_data,contraindications,dosing_range,route,source_pdf,journal,aliases,source_url,pmid,pmcid,open_access,publisher,body_format,issn,filepath
Time-dependent interactions between iboga agents and cocaine,"Maisonneuve, Isabelle M.; Visker, Kathleen E.; Mann, Gina L.; Bandarage, Upul K.; Kuehne, Martin E.; Glick, Stanley D.",1997,,ORANGE,,preclinical,topic/stimulant; topic/noribogaine; topic/18-mc; mechanism/dopamine-modulation; topic/pharmacokinetics,low,"BIPHASIC TIMING: All iboga agents (ibogaine, noribogaine, 18-MC) inhibit cocaine hyperactivity at 1h but potentiate it at 19h post-administration. Explains divergent literature findings.",,,false,false,false,,"40 mg/kg ibogaine, noribogaine, or 18-MC (rat i.p.)",intraperitoneal,1997/Maisonneuve1997_TimeDependent_Iboga_Cocaine.pdf,European Journal of Pharmacology,Maisonneuve 1997; Maisonneuve,,,,unknown,,hybrid,,1997/Maisonneuve1997_TimeDependent_Iboga_Cocaine.md
18-Methoxycoronaridine attenuates nicotine-induced dopamine release and nicotine preferences in rats,"Glick, Stanley D.; Maisonneuve, Isabelle M.; Visker, Kathleen E.; Fritz, K. A.; Bandarage, Upul K.; Kuehne, Martin E.",1998,,ORANGE,BLUE,preclinical,topic/18-mc; topic/stimulant; topic/dopamine; method/preclinical,moderate,THERAPEUTIC EXPANSION: 18-MC extends to nicotine addiction - attenuates nicotine-induced NAc dopamine release (19h pretreatment) and abolishes nicotine preference 24h+. Reduces nicotine without affecting water intake.,,,false,false,false,,10–40 mg/kg ibogaine or 18-MC (rat i.p.),intraperitoneal,1998/Glick1998_18MC_Nicotine.pdf,Psychopharmacology,Glick 1998; Glick; 18-MC Nicotine 1998,,,,unknown,,academic-retained,,1998/Glick1998_18MC_Nicotine.md
Mechanisms of Antiaddictive Actions of Ibogaine,"Glick, Stanley D.; Maisonneuve, Isabelle M.",1998,10.1111/j.1749-6632.1998.tb08237.x,ORANGE,BLUE,review,topic/mechanism; topic/receptor; topic/dopamine; topic/opioid; topic/noribogaine; mechanism/kappa-opioid; mechanism/nmda-antagonism; mechanism/nicotinic-receptor; method/preclinical; method/review,high,"Ibogaine antiaddictive effects via κ-opioid + NMDA (opioids/stimulants), SERT (alcohol), nAChR antagonism (nicotine); σ₂ mediates neurotoxicity; 18-MC dissociates efficacy from toxicity.",,,false,false,false,,,,.local/pdfs/1998/Glick1998_Mechanisms_Antiaddictive_Actions_Ibogaine.pdf,Annals of the New York Academy of Sciences,Glick 1998; Glick Maisonneuve 1998 NYAS; Mechanisms of antiaddictive actions ibogaine,,29090809,,false,Wiley,hybrid,,1998/Glick1998_Mechanisms_Antiaddictive_Actions_Ibogaine.md
Observations on Treatment with Ibogaine,"Luciano, Daniel",1998,10.1111/j.1521-0391.1998.tb00472.x,GREEN,BLUE,case-series,topic/protocol; topic/withdrawal; topic/adverse-event; method/case-series,moderate,"Ibogaine 20-25 mg/kg caused transient vestibulocerebellar dysfunction (nystagmus, intention tremor, ataxia) resolving by 24h; no ECG or EEG abnormalities; no withdrawal/craving at 24h",3,,false,false,false,,1 mg/kg test dose (day 1); 20–25 mg/kg ibogaine HCl full dose (day 2),oral,1998/Luciano1998_Observations_Ibogaine_Treatment.pdf,The American Journal on Addictions,Luciano 1998; Panama Ibogaine Neurological Observations,,9522011,,false,Wiley,vault-analytical,,1998/Luciano1998_Observations_Ibogaine_Treatment.md
Ibogaine acts at the nicotinic acetylcholine receptor cation channel to inhibit catecholamine release,"Mah, S. J.",1998,,ORANGE,,in-vitro,mechanism/nicotinic-receptor; topic/dopamine; method/in-vitro,low,MECHANISM: Low-dose ibogaine (10µM) selectively inhibits nicotinic receptor-mediated catecholamine release without affecting K+ or veratridine-evoked release. Not kappa-opioid mediated. Concentration-dependent reversibility.,,,false,false,false,,1–100 µM ibogaine (chromaffin cell culture),not-specified,1998/Mah1998_Nicotinic_Receptor_Mechanism.pdf,Brain Research,Mah 1998; Mah,,,,unknown,,academic-retained,,1998/Mah1998_Nicotinic_Receptor_Mechanism.md
Medication Development of Ibogaine as a Pharmacotherapy for Drug Dependence,"Mash, Deborah C.; Kovera, Craig A.; Buck, Billy E.; Norenberg, Michael D.; Shapshak, Paul; Hearn, W. Lee; Sanchez-Ramos, Juan",1998,10.1111/j.1749-6632.1998.tb08242.x,ORANGE,BLUE; GREEN,review,topic/noribogaine; topic/pharmacokinetics; topic/receptor; topic/opioid; method/review,high,"First human PK data: ibogaine peaks ~4 hr (600–1250 ng/ml), noribogaine persists >24 hr (~800 ng/ml). Identified noribogaine as active metabolite with μ-opioid partial agonist activity (Ki ~200 nM). 30 subjects, no significant AEs at 500–800 mg.",30,,false,false,false,,,,1998/Mash1998_Medication_Development_Ibogaine.pdf,Annals of the New York Academy of Sciences,Mash 1998; Ibogaine Medication Development Review; Noribogaine Discovery Paper,,29090804,,false,Wiley,vault-analytical,,1998/Mash1998_Medication_Development_Ibogaine.md
Cytochrome P4502D6 Catalyzes the O-Demethylation of the Psychoactive Alkaloid Ibogaine to 12-Hydroxyibogamine,"Obach, R. Scott; Pablo, John; Mash, Deborah C.",1998,,ORANGE,,in-vitro,topic/cyp2d6; topic/noribogaine; topic/pharmacokinetics; method/in-vitro,high,"CYP2D6 is the primary enzyme catalysing ibogaine O-demethylation to noribogaine (KMapp 1.1 µM, IC₅₀ quinidine 0.2 µM, r²=0.711 with bufuralol 1'-hydroxylase). Poor metabolisers lack this activity.",,,false,false,false,,,,1998/Obach1998_CYP2D6_Ibogaine_Metabolism.pdf,Drug Metabolism and Disposition,Obach 1998; CYP2D6 Ibogaine Metabolism,,,,unknown,,vault-analytical,,1998/Obach1998_CYP2D6_Ibogaine_Metabolism.md
Noribogaine stimulates naloxone-sensitive [³⁵S]GTPγS binding,"Pablo, John P.; Mash, Deborah C.",1998,10.1097/00001756-199801050-00022,ORANGE,,in-vitro,topic/noribogaine; topic/receptor; topic/opioid; mechanism/mu-opioid; method/in-vitro,high,"Noribogaine is a full μ-opioid agonist (EC₅₀ 324 nM, 170% maximal stimulation) comparable to DAMGO and morphine; ibogaine has negligible intrinsic activity. Identical G-protein population activated.",,,false,false,false,,,,1998/Pablo1998_Noribogaine_MuOpioid_Agonist.pdf,NeuroReport,Pablo 1998; Noribogaine Full Mu-Opioid Agonist,,9592058,,false,Lippincott Williams & Wilkins,vault-analytical,,1998/Pablo1998_Noribogaine_MuOpioid_Agonist.md
Ibogaine,"Witter, Simon",1998,,WHITE,PURPLE,journalism,method/review; topic/history; method/qualitative,low,"JOURNALISM: Comprehensive 1998 landscape review documenting Lotsof's 1962 discovery, treatment providers (Lotsof/Panama, Mash/St Kitts, Taub/Costa Rica), costs ($2,200-$20,000), and first-person experience reports.",,,false,false,false,,,not-applicable,1998/Wittier1998_Ibogaine_GeneralReview.pdf,The Times Magazine (UK),Witter 1998; Witter,,,,true,,narrative,,1998/Wittier1998_Ibogaine_GeneralReview.md
Treatment of Acute Opioid Withdrawal with Ibogaine,"Alper, Kenneth R.; Lotsof, Howard S.; Frenken, Geerte M. N.; Luciano, Daniel J.; Bastiaans, Jan",1999,,BLUE,RED,case-series,topic/opioid; method/case-series; topic/efficacy,high,LANDMARK CASE SERIES: n=33 opioid-dependent patients (avg 0.64g heroin/day IV). 76% (25/33) achieved complete withdrawal resolution within 24h sustained 72h. One fatality (possible surreptitious heroin use).,33,1,false,false,false,,19.3 ± 6.9 mg/kg (range 6–29 mg/kg),oral,1999/Alper1999_Acute_Opioid_Withdrawal.pdf,American Journal on Addictions,Alper 1999; Alper; Alper Withdrawal 1999; Alper1999_Ibogaine_Review,,,,unknown,,academic-retained,,1999/Alper1999_Acute_Opioid_Withdrawal.md
(±)-18-Methoxycoronaridine: A Novel Iboga Alkaloid Congener Having Potential Anti-Addictive Efficacy,"Glick, Stanley D.; Maisonneuve, Isabelle M.; Hough, Lindsay B.; Kuehne, Martin E.; Bandarage, Upul K.",1999,10.1111/j.1527-3458.1999.tb00084.x,ORANGE,RED,review,topic/18-mc; topic/analogues; topic/harm-reduction; topic/receptor; topic/dopamine; mechanism/nicotinic-receptor; method/review,high,"DEFINITIVE 18-MC REVIEW: Synthesises preclinical evidence. Zero tremors/cerebellar toxicity at 100mg/kg (vs ibogaine Purkinje damage). Equivalent anti-addictive efficacy across morphine, cocaine, alcohol, nicotine.",,,false,false,false,,20–40 mg/kg 18-MC (rat i.p./p.o.),intraperitoneal,1999/Glick1999_18MC_Review_CNS_Drugs.pdf,CNS Drug Reviews,Glick 1999; Glick; 18-MC Review 1999,,,,false,Wiley,vault-analytical,1080-563X,1999/Glick1999_18MC_Review_CNS_Drugs.md
Attenuation of the reinforcing efficacy of morphine by 18-methoxycoronaridine,"Maisonneuve, Isabelle M.; Glick, Stanley D.",1999,10.1016/S0014-2999(99)00560-9,ORANGE,,preclinical,topic/18-mc; topic/opioid; topic/dopamine; method/preclinical; mechanism/dopamine-modulation,moderate,"18-MC (40 mg/kg, 19 h pre) inhibits morphine-induced NAc dopamine release while enhancing metabolites. Downward shift in morphine dose–response — reduces reinforcing efficacy without altering potency.",,,false,false,false,,40 mg/kg 18-MC (rat i.p./p.o.),intraperitoneal,1999/Maisonneuve1999_18MC_Morphine_Reinforcement.pdf,European Journal of Pharmacology,Maisonneuve 1999; 18-MC morphine reinforcement,,10556676,,false,Elsevier,hybrid,,1999/Maisonneuve1999_18MC_Morphine_Reinforcement.md
Ibogaine in Acute Opioid Withdrawal: An Open Label Case Series,"Alper, Kenneth R.; Lotsof, Howard S.; Frenken, Geerte M. N.; Luciano, Daniel J.; Bastiaans, Jan",2000,10.1111/j.1749-6632.2000.tb06687.x,BLUE,RED,case-series,topic/opioid; topic/withdrawal; topic/efficacy; method/case-series,moderate,"NYAS proceedings of Alper1999 case series: 33 opioid-dependent patients, 76% (25/33) complete withdrawal resolution within 24h sustained 72h. One fatality. Discusses 18-MC as potential lower-psychoactivity congener.",33,1,false,false,false,,19.3 ± 6.9 mg/kg (range 6–29 mg/kg),oral,2000/Alper2000_Ibogaine_Acute_Opioid_Withdrawal.pdf,Annals of the New York Academy of Sciences,Alper 2000; Alper Ibogaine Acute Opioid Withdrawal 2000; Alper NYAS 2000,,10911935,,false,Wiley,hybrid,,2000/Alper2000_Ibogaine_Acute_Opioid_Withdrawal.md
Application of Electrophysiological Method to Study Interactions between Ibogaine and Cocaine,"Binienda, Zbigniew; Beaudoin, Michael A.; Thorn, Brett T.; Sadovova, Natalya; Skinner, Robert D.; Slikker, William Jr.; Ali, Syed F.",2000,,ORANGE,,preclinical,topic/stimulant; mechanism/herg-blockade; topic/dopamine; topic/serotonin,low,"ELECTROPHYSIOLOGY: IBO pretreatment (50mg/kg, 1h prior) dramatically altered cocaine ECoG response - increased delta/theta/alpha1 power vs cocaine alone. DA levels decreased further with IBO/COC combination. Suggests decreased cocaine response.",,,false,false,false,,50 mg/kg ibogaine (rat i.p.); 20 mg/kg cocaine (rat i.p.),intraperitoneal,2000/Binienda2000_Electrophysiology_IBO_Cocaine.pdf,Annals of the New York Academy of Sciences,Binienda 2000; Binienda,,,,unknown,,academic-retained,,2000/Binienda2000_Electrophysiology_IBO_Cocaine.md
"18-Methoxycoronaridine (18-MC) and Ibogaine: Comparison of Antiaddictive Efficacy, Toxicity, and Mechanisms of Action","Glick, Stanley D.; Maisonneuve, Isabelle M.; Szumlinski, Karen K.",2000,,ORANGE,RED,review,topic/18-mc; topic/analogues; topic/harm-reduction; topic/efficacy; topic/mechanism,high,"18-MC vs ibogaine comparison: equal anti-addictive efficacy for morphine, cocaine, alcohol, nicotine. 18-MC lacks tremor, cerebellar damage, bradycardia. Lower NMDA/sigma-2 affinity. Greater therapeutic index than ibogaine.",,,false,false,false,,10–40 mg/kg i.p. (rats); ibogaine 40–100 mg/kg,intraperitoneal,2000/Glick2000_18-MC.pdf,CNS Drug Reviews,Glick 2000; Glick; Glick 18-MC 2000; Glick2000_18MC_Ibogaine_Alkaloids,,,,unknown,,academic-retained,,2000/Glick2000_18-MC.md
Development of Novel Medications for Drug Addiction: The Legacy of an African Shrub,"Glick, Stanley D.; Maisonneuve, Isabelle M.",2000,10.1111/j.1749-6632.2000.tb06677.x,ORANGE,RED,review,topic/18-mc; topic/analogues; topic/mechanism; topic/dopamine; topic/receptor; method/review,moderate,"18-MC matches ibogaine anti-addictive efficacy across morphine, cocaine, alcohol, nicotine without tremor or bradycardia. Downward shift in dose-response suggests reduced reinforcing efficacy.",,,false,false,false,,20–40 mg/kg i.p. (rats); ibogaine 40–100 mg/kg,intraperitoneal,2000/Glick2000_Legacy_African_Shrub.pdf,Annals of the New York Academy of Sciences,Glick 2000 Legacy; Glick Maisonneuve 2000 NYAS; Legacy of an African Shrub,,10911925,,false,Wiley,vault-analytical,,2000/Glick2000_Legacy_African_Shrub.md
"Neurologic, Electroencephalographic and General Medical Observations in Subjects Administered Ibogaine","Luciano, Daniel J.; Della Sera, Edgardo A.; Jethmal, Ezequiel G.",2000,,BLUE,RED,case-series,topic/adverse-event; topic/withdrawal; topic/opioid; topic/motor; topic/stimulant; method/case-series,moderate,First human EEG study during ibogaine — all recordings normal. Universal transient cerebellar ataxia resolved by 24h. Movement-induced vomiting (3/5). No withdrawal symptoms at 24h; 2 subjects symptom-free at 1 week.,5,,false,false,false,Seizure disorder; Hypertension; Cardiac disease; Hepatic disease; Renal disease; DSM-4 Axis 1 diagnoses,1 mg/kg test dose + 0.5 mg/kg sensitivity test + ~25 mg/kg treatment dose oral (ibogaine HCl); additional 5 mg/kg oral if early vomiting; rectal re-administration used in 1 subject with persistent vomiting,oral,2000/Luciano2000_Neurologic_EEG_Medical_Observations.pdf,MAPS Bulletin,Luciano 2000; Ibogaine EEG Neurological Observations,,,,unknown,,vault-analytical,,2000/Luciano2000_Neurologic_EEG_Medical_Observations.md
"Ibogaine: Complex Pharmacokinetics, Concerns for Safety, and Preliminary Efficacy Measures","Mash, Deborah C.; Kovera, Craig A.; Pablo, Javier; Tyndale, Rolando F.; Ervin, Frank R.; Williams, Irwin C.; Singleton, Edward F.; Mayor, Martin",2000,,ORANGE,RED; BLUE,cohort,topic/pharmacokinetics; topic/noribogaine; topic/cardiac; method/clinical-trial,high,"FOUNDATIONAL PK STUDY: n=33 Phase I trials establishing ibogaine→noribogaine metabolism. Ibogaine T1/2 4-7h, noribogaine accumulates with long elimination. Cardiovascular effects including bradycardia and QT prolongation observed.",33,,true,false,false,,500–1000 mg oral ibogaine (human),oral,2000/Mash2000_Ibogaine_Pharmacokinetics_Safety.pdf,Annals of the New York Academy of Sciences,Mash 2000; Mash PK 2000,,,,unknown,,hybrid,,2000/Mash2000_Ibogaine_Pharmacokinetics_Safety.md
Pharmacological comparison of the effect of ibogaine and 18-methoxycoronaridine on isolated smooth muscle from the rat and guinea-pig,"Mundey, M. K.; Blaylock, N. A.; Mason, R.; Glick, Stanley D.; Maisonneuve, Isabelle M.; Wilson, V. G.",2000,10.1038/sj.bjp.0703227,ORANGE,,in-vitro,topic/18-mc; method/in-vitro; topic/opioid; topic/mechanism,low,PERIPHERAL: No evidence for µ-opioid receptor activity - naloxone-insensitive inhibition of ileum contractions. Novel finding: both agents enhance purinergic contractions 3-5 fold. Ibogaine enhances portal vein contractions; 18-MC does not.,,,false,false,false,,1–30 µM ibogaine or 18-MC (isolated tissue),not-specified,2000/Mundey2000_Ibogaine_18MC_Smooth_Muscle.pdf,British Journal of Pharmacology,Mundey 2000; Mundey,,10780959,PMC1571996,true,Springer Nature,vault-analytical,,2000/Mundey2000_Ibogaine_18MC_Smooth_Muscle.md
A Dose-Response Study of Ibogaine-Induced Neuropathology in the Rat Cerebellum,"Xu, Zengjun; Chang, Louis W.; Slikker, William Jr.; Ali, Syed F.; Rountree, Robert L.; Scallet, Andrew C.",2000,10.1093/toxsci/57.1.95,ORANGE,GREEN,preclinical,topic/toxicity; topic/motor; method/preclinical,moderate,"Ibogaine ip NOAEL 25 mg/kg in female rats. Purkinje cell degeneration dose-dependent: 0/6 at 25, 2/6 at 50, 6/6 at 75–100 mg/kg. GFAP most sensitive biomarker.",,,false,false,false,Pre-existing cerebellar pathology,,intraperitoneal,2000/Xu2000_Ibogaine_Neuropathology_Rat_Cerebellum.pdf,Toxicological Sciences,Xu 2000; Ibogaine Cerebellar Dose-Response,,10966515,,false,Oxford University Press,vault-analytical,,2000/Xu2000_Ibogaine_Neuropathology_Rat_Cerebellum.md
A Contemporary History of Ibogaine in the United States and Europe,"Alper, Kenneth R.; Beal, Dana; Kaplan, Charles D.",2001,,WHITE,,review,topic/history; topic/policy; topic/opioid; method/review,moderate,"Comprehensive narrative of ibogaine treatment scenes in US and Europe 1962-2001, documenting Lotsof's discovery, advocacy movements, and regulatory landscape",,,false,false,false,,,not-applicable,2001/Alper2001_Contemporary_History_Ibogaine_USA_Europe.pdf,The Alkaloids: Chemistry and Biology,Alper 2001 History; Contemporary History of Ibogaine,,,,unknown,,academic-retained,,2001/Alper2001_Contemporary_History_Ibogaine_USA_Europe.md
Ibogaine: A Review,"Alper, Kenneth R.",2001,,ORANGE,RED; BLUE,review,topic/mechanism; topic/receptor; topic/pharmacokinetics; topic/noribogaine; topic/cardiac; topic/toxicity; topic/opioid; topic/18-mc; topic/history; mechanism/nmda-antagonism; mechanism/sigma-receptor; mechanism/nicotinic-receptor; mechanism/sert-inhibition; mechanism/kappa-opioid; method/review; method/preclinical,moderate,"Comprehensive ibogaine pharmacology synthesis: NMDA, opioid, 5-HT, nicotinic interactions. Novel mechanism distinct from existing treatments. 10 μM brain levels validate in vitro activities.",39,3,false,false,false,Pre-existing cardiac disease; Concomitant opioid use,4.5–29 mg/kg oral,oral,2001/Alper2001_Ibogaine_Review.pdf,The Alkaloids: Chemistry and Biology,Alper 2001 Review; Ibogaine Review,,,,unknown,,hybrid,,2001/Alper2001_Ibogaine_Review.md
"In Vivo Neurobiological Effects of Ibogaine and Its O-Desmethyl Metabolite, 12-Hydroxyibogamine (Noribogaine), in Rats","Baumann, Michael H.; Rothman, Richard B.; Pablo, John P.; Mash, Deborah C.",2001,,ORANGE,RED,preclinical,topic/noribogaine; topic/pharmacokinetics; topic/serotonin; mechanism/sert-inhibition; method/preclinical,high,Noribogaine is ~10× more potent than ibogaine as indirect 5-HT agonist via SERT inhibition. Ibogaine causes tremors/ataxia; noribogaine does not. Neither drug alters accumbens DA. Noribogaine may be safer alternative.,,,false,false,false,,1–10 mg/kg i.v.; 40 mg/kg i.p. (rat),intravenous,2001/Baumann2001_Neurobiological_Effects_Noribogaine.pdf,Journal of Pharmacology and Experimental Therapeutics,Baumann 2001; Noribogaine Neurobiology Comparison,,,,unknown,,hybrid,,2001/Baumann2001_Neurobiological_Effects_Noribogaine.md
